user_id,timestamp,activity_type,direction,peer_number,duration_sec,location,device_imei,sim_imsi,network_type,data_used_mb,is_roaming,is_spam_or_fraud
U001,2025-07-08 13:39:00,call,incoming,96XXXX8956,497,Hyderabad,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-18 18:26:00,call,incoming,94XXXX8454,297,Kolkata,123456789012345,899110888888888,5G,0.0,yes,1
U001,2025-07-27 08:37:00,call,incoming,98XXXX1998,326,Mumbai,356789123456789,899110888888888,5G,0.0,yes,1
U001,2025-07-09 10:58:00,call,incoming,91XXXX2113,245,Kolkata,356789123456789,899110888888888,4G,0.0,yes,0
U001,2025-07-30 22:01:00,sms,incoming,99XXXX9565,0,Pune,990011223344556,899110123456789,5G,0.0,yes,0
U001,2025-07-30 09:03:00,call,incoming,94XXXX8491,328,Delhi,356789123456789,899110999999999,4G,0.0,yes,0
U001,2025-07-07 00:40:00,sms,incoming,95XXXX2127,0,Hyderabad,990011223344556,899110999999999,4G,0.0,no,0
U001,2025-07-28 20:06:00,sms,incoming,98XXXX1128,0,Chennai,123456789012345,899110123456789,4G,0.0,no,0
U001,2025-07-05 20:54:00,call,incoming,98XXXX3546,283,Chennai,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-24 00:02:00,sms,incoming,97XXXX5114,0,Mumbai,356789123456789,899110888888888,5G,0.0,no,0
U001,2025-07-01 03:52:00,call,incoming,95XXXX3143,273,Bangalore,123456789012345,899110999999999,5G,0.0,yes,0
U001,2025-07-25 19:55:00,call,incoming,90XXXX7049,570,Bangalore,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-02 19:34:00,sms,incoming,95XXXX4441,0,Hyderabad,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-11 18:34:00,call,incoming,92XXXX3900,427,Mumbai,356789123456789,899110888888888,5G,0.0,no,0
U001,2025-07-13 03:25:00,call,incoming,92XXXX2771,396,Mumbai,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-14 21:20:00,sms,incoming,93XXXX4652,0,Mumbai,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-04 03:49:00,sms,incoming,94XXXX6753,0,Kolkata,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-27 10:09:00,call,incoming,94XXXX1626,116,Kolkata,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-18 12:44:00,call,incoming,99XXXX4114,265,Mumbai,123456789012345,899110999999999,4G,0.0,yes,1
U001,2025-07-29 08:39:00,sms,incoming,95XXXX3041,0,Chennai,123456789012345,899110999999999,5G,0.0,no,0
U001,2025-07-26 05:33:00,sms,incoming,92XXXX4143,0,Kolkata,123456789012345,899110999999999,4G,0.0,no,0
U001,2025-07-14 19:54:00,call,incoming,94XXXX4443,445,Pune,990011223344556,899110999999999,5G,0.0,yes,0
U001,2025-07-30 23:38:00,call,incoming,91XXXX5649,532,Pune,356789123456789,899110123456789,5G,0.0,yes,0
U001,2025-07-02 02:40:00,call,incoming,90XXXX5011,491,Delhi,990011223344556,899110999999999,4G,0.0,no,0
U001,2025-07-07 17:11:00,call,incoming,90XXXX2746,440,Hyderabad,356789123456789,899110888888888,5G,0.0,yes,0
U001,2025-07-21 18:34:00,call,incoming,92XXXX8612,548,Pune,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-21 11:35:00,sms,incoming,94XXXX5050,0,Chennai,123456789012345,899110999999999,4G,0.0,no,0
U001,2025-07-11 16:07:00,sms,incoming,94XXXX6502,0,Pune,123456789012345,899110123456789,4G,0.0,yes,0
U001,2025-07-10 17:41:00,call,incoming,91XXXX7797,422,Pune,123456789012345,899110999999999,5G,0.0,yes,0
U001,2025-07-27 04:48:00,call,incoming,96XXXX8814,11,Pune,990011223344556,899110999999999,5G,0.0,yes,1
U001,2025-07-02 07:42:00,sms,incoming,96XXXX6507,0,Kolkata,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-18 22:22:00,call,incoming,99XXXX1444,90,Kolkata,356789123456789,899110999999999,4G,0.0,yes,0
U001,2025-07-10 15:11:00,sms,incoming,97XXXX6355,0,Pune,990011223344556,899110999999999,5G,0.0,no,0
U001,2025-07-01 21:10:00,sms,incoming,98XXXX1853,0,Pune,356789123456789,899110888888888,4G,0.0,yes,0
U001,2025-07-10 01:45:00,call,incoming,90XXXX3496,249,Bangalore,990011223344556,899110888888888,4G,0.0,yes,1
U001,2025-07-08 15:16:00,sms,incoming,99XXXX2876,0,Bangalore,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-19 01:15:00,sms,incoming,93XXXX2245,0,Hyderabad,356789123456789,899110888888888,5G,0.0,yes,0
U001,2025-07-16 19:14:00,call,incoming,98XXXX8018,384,Delhi,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-20 17:31:00,call,incoming,95XXXX8532,161,Kolkata,356789123456789,899110888888888,5G,0.0,no,0
U001,2025-07-20 19:45:00,sms,incoming,99XXXX5397,0,Pune,356789123456789,899110123456789,5G,0.0,no,0
U001,2025-07-22 03:35:00,call,incoming,99XXXX7209,349,Mumbai,990011223344556,899110999999999,4G,0.0,no,1
U001,2025-07-16 11:44:00,sms,incoming,94XXXX5526,0,Mumbai,123456789012345,899110123456789,4G,0.0,yes,0
U001,2025-07-26 06:24:00,sms,incoming,93XXXX8800,0,Ahmedabad,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-19 09:42:00,call,incoming,93XXXX6016,600,Pune,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-17 00:16:00,sms,incoming,97XXXX5438,0,Chennai,990011223344556,899110123456789,4G,0.0,yes,0
U001,2025-07-09 17:12:00,call,incoming,93XXXX8933,288,Chennai,356789123456789,899110123456789,5G,0.0,yes,0
U001,2025-07-01 15:27:00,sms,incoming,98XXXX3073,0,Chennai,356789123456789,899110123456789,5G,0.0,yes,0
U001,2025-07-05 16:03:00,sms,incoming,90XXXX5658,0,Ahmedabad,990011223344556,899110999999999,5G,0.0,yes,1
U001,2025-07-06 04:36:00,sms,incoming,91XXXX7565,0,Ahmedabad,356789123456789,899110888888888,4G,0.0,yes,0
U001,2025-07-04 21:02:00,sms,incoming,93XXXX2940,0,Kolkata,123456789012345,899110888888888,4G,0.0,no,0
U001,2025-07-14 12:47:00,sms,incoming,99XXXX8025,0,Chennai,123456789012345,899110888888888,4G,0.0,yes,1
U001,2025-07-13 01:03:00,call,incoming,91XXXX3573,250,Bangalore,123456789012345,899110123456789,4G,0.0,yes,0
U001,2025-07-14 06:07:00,sms,incoming,90XXXX4792,0,Chennai,123456789012345,899110999999999,5G,0.0,yes,0
U001,2025-07-20 08:21:00,call,incoming,91XXXX9922,235,Bangalore,990011223344556,899110123456789,4G,0.0,yes,0
U001,2025-07-28 01:56:00,sms,incoming,99XXXX5728,0,Ahmedabad,356789123456789,899110999999999,5G,0.0,no,0
U001,2025-07-23 18:38:00,sms,incoming,98XXXX9090,0,Ahmedabad,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-28 11:24:00,sms,incoming,94XXXX1423,0,Delhi,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-08 23:21:00,call,incoming,97XXXX9502,457,Chennai,356789123456789,899110888888888,5G,0.0,no,0
U001,2025-07-22 09:22:00,call,incoming,95XXXX7690,346,Pune,123456789012345,899110123456789,4G,0.0,no,0
U001,2025-07-23 13:11:00,sms,incoming,94XXXX7561,0,Mumbai,990011223344556,899110123456789,5G,0.0,no,0
U001,2025-07-06 06:37:00,sms,incoming,96XXXX9431,0,Mumbai,123456789012345,899110888888888,5G,0.0,no,1
U001,2025-07-29 08:04:00,sms,incoming,97XXXX8242,0,Mumbai,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-23 01:26:00,sms,incoming,91XXXX1472,0,Hyderabad,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-11 05:25:00,call,incoming,91XXXX8560,125,Bangalore,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-22 11:47:00,sms,incoming,93XXXX8483,0,Bangalore,990011223344556,899110123456789,4G,0.0,yes,0
U001,2025-07-16 11:14:00,sms,incoming,98XXXX5377,0,Mumbai,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-25 12:16:00,sms,incoming,97XXXX6654,0,Pune,123456789012345,899110888888888,5G,0.0,no,0
U001,2025-07-11 20:50:00,call,incoming,99XXXX7274,244,Kolkata,356789123456789,899110999999999,5G,0.0,no,0
U001,2025-07-30 16:10:00,sms,incoming,92XXXX9115,0,Mumbai,356789123456789,899110888888888,5G,0.0,yes,0
U001,2025-07-05 12:54:00,sms,incoming,98XXXX8486,0,Mumbai,123456789012345,899110123456789,5G,0.0,yes,1
U001,2025-07-16 09:47:00,sms,incoming,99XXXX7512,0,Delhi,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-25 14:56:00,sms,incoming,90XXXX2121,0,Hyderabad,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-29 20:13:00,call,incoming,91XXXX8269,175,Chennai,356789123456789,899110123456789,5G,0.0,yes,0
U001,2025-07-20 14:25:00,sms,incoming,92XXXX5000,0,Kolkata,123456789012345,899110888888888,4G,0.0,yes,0
U001,2025-07-29 04:53:00,sms,incoming,93XXXX9153,0,Bangalore,356789123456789,899110999999999,5G,0.0,no,0
U001,2025-07-01 10:15:00,sms,incoming,97XXXX5712,0,Bangalore,356789123456789,899110999999999,5G,0.0,no,0
U001,2025-07-12 09:10:00,sms,incoming,97XXXX5949,0,Hyderabad,990011223344556,899110999999999,4G,0.0,yes,0
U001,2025-07-14 10:28:00,sms,incoming,90XXXX7484,0,Chennai,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-11 11:21:00,sms,incoming,99XXXX6772,0,Hyderabad,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-15 01:26:00,call,incoming,97XXXX1546,598,Pune,123456789012345,899110123456789,4G,0.0,no,0
U001,2025-07-19 21:50:00,sms,incoming,92XXXX4289,0,Bangalore,123456789012345,899110999999999,5G,0.0,yes,0
U001,2025-07-14 10:22:00,sms,incoming,95XXXX2886,0,Ahmedabad,356789123456789,899110123456789,4G,0.0,no,0
U001,2025-07-05 02:38:00,sms,incoming,96XXXX1228,0,Chennai,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-27 14:29:00,sms,incoming,96XXXX7086,0,Delhi,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-28 18:22:00,sms,incoming,93XXXX2035,0,Ahmedabad,123456789012345,899110999999999,5G,0.0,yes,0
U001,2025-07-23 10:04:00,sms,incoming,91XXXX2592,0,Hyderabad,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-25 14:02:00,sms,incoming,96XXXX3531,0,Kolkata,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-02 11:44:00,sms,incoming,95XXXX4559,0,Ahmedabad,990011223344556,899110123456789,5G,0.0,yes,0
U001,2025-07-25 18:42:00,sms,incoming,95XXXX1992,0,Kolkata,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-10 15:40:00,call,incoming,99XXXX1349,56,Pune,356789123456789,899110123456789,4G,0.0,yes,0
U001,2025-07-27 16:29:00,call,incoming,93XXXX4817,341,Bangalore,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-08 22:35:00,sms,incoming,91XXXX1422,0,Bangalore,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-08 22:19:00,call,incoming,94XXXX1858,134,Kolkata,123456789012345,899110123456789,4G,0.0,no,0
U001,2025-07-17 11:26:00,sms,incoming,98XXXX2786,0,Ahmedabad,123456789012345,899110123456789,4G,0.0,no,0
U001,2025-07-30 06:41:00,sms,incoming,90XXXX1996,0,Ahmedabad,990011223344556,899110999999999,4G,0.0,no,0
U001,2025-07-04 08:16:00,sms,incoming,91XXXX6277,0,Bangalore,356789123456789,899110123456789,5G,0.0,no,0
U001,2025-07-28 04:30:00,sms,incoming,98XXXX5831,0,Ahmedabad,123456789012345,899110888888888,5G,0.0,yes,1
U001,2025-07-20 13:45:00,call,incoming,97XXXX4743,428,Pune,990011223344556,899110999999999,5G,0.0,yes,0
U001,2025-07-18 00:50:00,sms,incoming,92XXXX8770,0,Delhi,356789123456789,899110123456789,4G,0.0,no,0
U001,2025-07-17 23:01:00,call,incoming,92XXXX1982,580,Pune,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-03 08:11:00,sms,incoming,94XXXX6119,0,Pune,356789123456789,899110888888888,4G,0.0,yes,0
U001,2025-07-05 22:12:00,call,incoming,95XXXX7022,122,Chennai,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-02 07:37:00,sms,incoming,92XXXX5477,0,Chennai,990011223344556,899110999999999,4G,0.0,yes,0
U001,2025-07-04 04:00:00,sms,incoming,92XXXX1502,0,Delhi,123456789012345,899110888888888,4G,0.0,no,0
U001,2025-07-08 03:55:00,sms,incoming,95XXXX6105,0,Pune,123456789012345,899110888888888,4G,0.0,yes,0
U001,2025-07-04 17:06:00,call,incoming,94XXXX8259,439,Ahmedabad,123456789012345,899110999999999,5G,0.0,no,1
U001,2025-07-16 17:01:00,call,incoming,96XXXX2816,295,Ahmedabad,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-01 08:23:00,call,incoming,93XXXX5938,221,Bangalore,990011223344556,899110999999999,5G,0.0,yes,1
U001,2025-07-08 23:54:00,sms,incoming,92XXXX7229,0,Hyderabad,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-01 20:28:00,sms,incoming,97XXXX2275,0,Pune,123456789012345,899110999999999,5G,0.0,no,1
U001,2025-07-01 22:46:00,sms,incoming,95XXXX3815,0,Ahmedabad,123456789012345,899110999999999,4G,0.0,no,0
U001,2025-07-20 19:52:00,call,incoming,99XXXX7560,541,Delhi,990011223344556,899110999999999,5G,0.0,yes,1
U001,2025-07-25 03:33:00,call,incoming,98XXXX4176,362,Pune,123456789012345,899110888888888,4G,0.0,yes,1
U001,2025-07-28 09:58:00,call,incoming,92XXXX2234,186,Ahmedabad,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-07 20:53:00,sms,incoming,97XXXX2118,0,Ahmedabad,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-24 02:08:00,sms,incoming,91XXXX6085,0,Ahmedabad,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-04 11:48:00,sms,incoming,91XXXX9307,0,Kolkata,990011223344556,899110888888888,4G,0.0,no,0
U001,2025-07-15 15:11:00,call,incoming,99XXXX8792,518,Bangalore,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-23 23:06:00,call,incoming,92XXXX1641,258,Ahmedabad,990011223344556,899110888888888,4G,0.0,no,0
U001,2025-07-18 15:09:00,sms,incoming,96XXXX6543,0,Mumbai,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-13 22:21:00,sms,incoming,94XXXX3463,0,Pune,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-30 20:35:00,sms,incoming,96XXXX3112,0,Delhi,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-30 09:37:00,call,incoming,96XXXX9331,375,Mumbai,990011223344556,899110999999999,4G,0.0,yes,0
U001,2025-07-11 07:26:00,call,incoming,92XXXX3538,84,Chennai,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-28 04:21:00,call,incoming,96XXXX3527,171,Bangalore,123456789012345,899110888888888,4G,0.0,no,1
U001,2025-07-11 19:26:00,sms,incoming,97XXXX5668,0,Ahmedabad,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-09 19:55:00,sms,incoming,95XXXX8218,0,Ahmedabad,990011223344556,899110999999999,5G,0.0,yes,0
U001,2025-07-12 09:04:00,call,incoming,90XXXX8873,385,Delhi,123456789012345,899110888888888,4G,0.0,no,1
U001,2025-07-13 09:57:00,call,incoming,97XXXX9410,155,Kolkata,356789123456789,899110123456789,5G,0.0,no,0
U001,2025-07-19 21:10:00,call,incoming,90XXXX7495,519,Pune,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-02 06:47:00,call,incoming,95XXXX2623,348,Bangalore,356789123456789,899110123456789,5G,0.0,no,0
U001,2025-07-22 08:23:00,call,incoming,97XXXX1086,86,Mumbai,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-14 02:41:00,call,incoming,93XXXX5934,129,Mumbai,356789123456789,899110999999999,5G,0.0,yes,0
U001,2025-07-28 03:47:00,sms,incoming,98XXXX1269,0,Hyderabad,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-28 23:32:00,call,incoming,95XXXX4941,589,Kolkata,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-24 22:35:00,call,incoming,98XXXX9312,524,Mumbai,990011223344556,899110999999999,4G,0.0,no,0
U001,2025-07-01 17:44:00,sms,incoming,95XXXX2106,0,Pune,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-03 00:25:00,call,incoming,95XXXX9945,351,Bangalore,123456789012345,899110999999999,5G,0.0,yes,1
U001,2025-07-02 16:23:00,sms,incoming,94XXXX4302,0,Mumbai,356789123456789,899110123456789,5G,0.0,no,0
U001,2025-07-25 17:08:00,sms,incoming,97XXXX5150,0,Mumbai,123456789012345,899110123456789,5G,0.0,no,0
U001,2025-07-30 20:14:00,call,incoming,95XXXX5476,132,Pune,990011223344556,899110999999999,5G,0.0,no,0
U001,2025-07-23 13:59:00,call,incoming,97XXXX7018,536,Chennai,356789123456789,899110888888888,5G,0.0,yes,0
U001,2025-07-25 19:48:00,call,incoming,94XXXX6262,110,Delhi,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-08 14:01:00,sms,incoming,97XXXX6759,0,Ahmedabad,356789123456789,899110888888888,5G,0.0,no,0
U001,2025-07-30 02:28:00,sms,incoming,90XXXX2229,0,Kolkata,990011223344556,899110888888888,4G,0.0,yes,0
U001,2025-07-02 14:00:00,sms,incoming,92XXXX2101,0,Hyderabad,123456789012345,899110999999999,5G,0.0,no,0
U001,2025-07-28 12:55:00,call,incoming,92XXXX8371,384,Pune,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-15 07:23:00,sms,incoming,94XXXX5089,0,Delhi,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-26 13:29:00,sms,incoming,91XXXX5288,0,Chennai,123456789012345,899110999999999,4G,0.0,no,0
U001,2025-07-10 02:38:00,sms,incoming,91XXXX3223,0,Delhi,990011223344556,899110123456789,5G,0.0,yes,0
U001,2025-07-16 19:28:00,sms,incoming,91XXXX9882,0,Chennai,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-06 12:33:00,call,incoming,93XXXX3275,247,Ahmedabad,356789123456789,899110999999999,5G,0.0,no,0
U001,2025-07-28 20:24:00,call,incoming,91XXXX2077,321,Kolkata,123456789012345,899110888888888,5G,0.0,no,0
U001,2025-07-06 16:53:00,call,incoming,95XXXX2215,465,Ahmedabad,123456789012345,899110888888888,5G,0.0,yes,0
U001,2025-07-06 20:56:00,call,incoming,96XXXX9238,61,Delhi,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-16 17:56:00,call,incoming,98XXXX5653,85,Chennai,356789123456789,899110888888888,5G,0.0,yes,0
U001,2025-07-23 20:56:00,call,incoming,92XXXX3526,180,Pune,123456789012345,899110123456789,4G,0.0,yes,1
U001,2025-07-30 15:12:00,sms,incoming,93XXXX7825,0,Mumbai,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-14 12:52:00,sms,incoming,97XXXX2195,0,Mumbai,356789123456789,899110999999999,5G,0.0,no,0
U001,2025-07-10 06:50:00,sms,incoming,95XXXX3353,0,Pune,123456789012345,899110999999999,5G,0.0,no,1
U001,2025-07-24 10:29:00,sms,incoming,98XXXX2739,0,Pune,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-12 06:47:00,sms,incoming,92XXXX2586,0,Mumbai,990011223344556,899110999999999,5G,0.0,yes,0
U001,2025-07-27 06:59:00,sms,incoming,95XXXX4110,0,Bangalore,990011223344556,899110888888888,5G,0.0,no,0
U001,2025-07-02 01:18:00,sms,incoming,91XXXX7442,0,Ahmedabad,356789123456789,899110123456789,5G,0.0,yes,1
U001,2025-07-28 04:38:00,sms,incoming,97XXXX5681,0,Mumbai,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-19 08:27:00,sms,incoming,95XXXX1741,0,Kolkata,356789123456789,899110888888888,4G,0.0,no,0
U001,2025-07-04 08:18:00,sms,incoming,96XXXX9261,0,Ahmedabad,123456789012345,899110999999999,4G,0.0,yes,0
U001,2025-07-26 09:18:00,sms,incoming,95XXXX3363,0,Hyderabad,123456789012345,899110888888888,5G,0.0,yes,1
U001,2025-07-16 03:46:00,call,incoming,97XXXX9508,472,Bangalore,123456789012345,899110888888888,4G,0.0,no,0
U001,2025-07-08 09:29:00,sms,incoming,96XXXX5902,0,Pune,123456789012345,899110888888888,5G,0.0,no,0
U001,2025-07-17 18:20:00,call,incoming,95XXXX2795,431,Chennai,123456789012345,899110888888888,4G,0.0,no,1
U001,2025-07-03 08:05:00,call,incoming,99XXXX8871,179,Kolkata,356789123456789,899110888888888,4G,0.0,yes,0
U001,2025-07-09 16:23:00,call,incoming,90XXXX8225,326,Kolkata,356789123456789,899110999999999,4G,0.0,no,0
U001,2025-07-03 20:01:00,sms,incoming,92XXXX9498,0,Hyderabad,123456789012345,899110999999999,5G,0.0,no,0
U001,2025-07-21 22:04:00,call,incoming,98XXXX6608,564,Pune,123456789012345,899110888888888,5G,0.0,no,1
U001,2025-07-13 16:44:00,call,incoming,98XXXX5890,235,Chennai,990011223344556,899110888888888,4G,0.0,no,0
U001,2025-07-26 12:12:00,sms,incoming,94XXXX5715,0,Delhi,123456789012345,899110888888888,5G,0.0,no,0
U001,2025-07-14 05:15:00,call,incoming,90XXXX5712,85,Pune,990011223344556,899110888888888,5G,0.0,no,1
U001,2025-07-26 13:52:00,sms,incoming,94XXXX3249,0,Delhi,123456789012345,899110888888888,4G,0.0,yes,1
U001,2025-07-30 00:48:00,call,incoming,93XXXX1860,107,Kolkata,990011223344556,899110888888888,5G,0.0,yes,1
U001,2025-07-19 12:27:00,call,incoming,97XXXX8822,209,Chennai,990011223344556,899110999999999,4G,0.0,yes,1
U001,2025-07-08 23:13:00,call,incoming,96XXXX3880,42,Kolkata,990011223344556,899110123456789,5G,0.0,yes,1
U001,2025-07-16 05:57:00,call,incoming,94XXXX8444,561,Ahmedabad,356789123456789,899110888888888,5G,0.0,no,0
U001,2025-07-06 03:02:00,call,incoming,95XXXX3662,474,Chennai,123456789012345,899110123456789,4G,0.0,no,0
U001,2025-07-26 20:10:00,sms,incoming,93XXXX3875,0,Kolkata,990011223344556,899110888888888,5G,0.0,yes,1
U001,2025-07-22 17:30:00,call,incoming,95XXXX5064,11,Chennai,990011223344556,899110123456789,5G,0.0,no,0
U001,2025-07-14 17:48:00,sms,incoming,99XXXX1187,0,Chennai,123456789012345,899110999999999,4G,0.0,yes,0
U001,2025-07-19 10:49:00,call,incoming,98XXXX6095,125,Chennai,990011223344556,899110888888888,4G,0.0,yes,0
U001,2025-07-28 13:37:00,sms,incoming,95XXXX7813,0,Ahmedabad,123456789012345,899110888888888,4G,0.0,yes,0
U001,2025-07-24 21:59:00,call,incoming,97XXXX9653,375,Delhi,123456789012345,899110123456789,4G,0.0,yes,0
U001,2025-07-08 11:43:00,call,incoming,95XXXX9525,457,Delhi,123456789012345,899110123456789,5G,0.0,yes,0
U001,2025-07-03 12:46:00,sms,incoming,97XXXX3161,0,Kolkata,990011223344556,899110888888888,4G,0.0,no,0
U001,2025-07-01 23:46:00,sms,incoming,96XXXX5169,0,Mumbai,123456789012345,899110123456789,4G,0.0,yes,0
U001,2025-07-25 15:05:00,call,incoming,90XXXX2130,488,Mumbai,990011223344556,899110999999999,4G,0.0,yes,0
U001,2025-07-18 01:00:00,sms,incoming,96XXXX8348,0,Kolkata,990011223344556,899110123456789,4G,0.0,no,0
U001,2025-07-09 02:56:00,call,incoming,98XXXX7439,546,Bangalore,123456789012345,899110123456789,4G,0.0,yes,0
U001,2025-07-25 18:40:00,sms,incoming,96XXXX9715,0,Kolkata,356789123456789,899110123456789,5G,0.0,no,0
U001,2025-07-13 13:04:00,call,incoming,93XXXX2848,37,Kolkata,123456789012345,899110123456789,4G,0.0,yes,1
U001,2025-07-21 07:37:00,call,incoming,99XXXX1797,255,Mumbai,990011223344556,899110999999999,4G,0.0,yes,0
U001,2025-07-23 22:23:00,call,incoming,94XXXX4836,594,Pune,123456789012345,899110888888888,5G,0.0,yes,1
U001,2025-07-19 19:43:00,call,incoming,94XXXX5508,67,Bangalore,123456789012345,899110888888888,5G,0.0,no,1
U001,2025-07-30 06:40:00,sms,incoming,96XXXX9592,0,Pune,123456789012345,899110999999999,5G,0.0,yes,1
